x, y
12.303031484333015, 0.006833004144750774
36.18401084840907, 0.005895140830765374
62.14668185146924, 0.006305726152556218
87.98070898919893, 0.08620995172381006
112.07999309444186, 0.36540797054158364
136.085718024899, 0.7024034368152409
162.41872742815295, 0.8552016838320143
186.6076724092323, 0.9341594021877714
213.66966371602564, 0.9487762396435254
238.45115013741503, 0.950937215021372
259.80603178227443, 0.9494807176167034
287.9166655064586, 0.9437238792101202
314.25357320866203, 0.9424575476387022
338.22421344857446, 0.9399681040034229
364.71705310875416, 0.930152953837244
388.1302365989012, 0.9258050713770167
412.50629992955214, 0.9246208568699568
437.03049862028064, 0.9152335798285914
463.1179151897218, 0.9113438241484676
487.2016060991671, 0.9089278536760351
512.7744472072865, 0.8982267036049391
539.914404493068, 0.892551982262714
562.7662329345002, 0.8939479723568029
587.598397242232, 0.892608167622538
614.5590327763407, 0.8723511844306046
637.2744207545436, 0.8755537499405731
665.1745463354598, 0.8660238485242698
688.7943396699254, 0.8589790687924901
711.3615922880508, 0.8623545123326865
740.454597347486, 0.8557030301196747
762.6242234727717, 0.814311707732402
787.9982513344712, 0.8265125747157237
812.9044833222417, 0.8034938649909023
838.2473247923459, 0.81211615674851
862.1438973522196, 0.7724190390574689
889.0382618041884, 0.7799089797170851
912.6931398291988, 0.7855534474040202
940.1410627319835, 0.7654088349317347
962.3691633415104, 0.7653829032272006
1014.9923008595749, 0.7555893628148
991.0762368049542, 0.7697394295889393
1037.5010789934593, 0.7517687583467674
1064.3798502496304, 0.6907255258733581
1090.7869273329231, 0.7116783431369582
1115.2097702509668, 0.6928519256451592
1142.3224394441027, 0.6795576051206472
1162.8080004232438, 0.5941299264836176
1189.2618570939294, 0.6444158235261067
1213.9731741342296, 0.6981160616655934
1239.0860159663187, 0.5941904337941973
1264.8186873313637, 0.6081027932767734
1289.3116996304968, 0.6802145416355125
1313.4577633231327, 0.5544889941524006
1339.3775530377495, 0.4245279349287094
1363.9758194085166, 0.46969664227645785
1390.2113713380354, 0.5002398682669409
1415.4411621386068, 0.5311374942193908
1438.0045164577828, 0.37415559887110644
1462.3182070052433, 0.4209796133582854
1488.8227415622712, 0.5937106972603153
