x, y
12.303031484333015, 0.006833004144750774
36.18401084840907, 0.005895140830765374
63.69430653438439, 0.01201502310082679
87.56748930056163, 0.09197975598266032
111.07423196549448, 0.37541328654101314
135.75046431524987, 0.7284734437735816
162.1731345943402, 0.8887486655977042
186.77529926405686, 0.9747468417344852
210.45356708276367, 0.9895149474666886
236.56827174485076, 0.9991615415533955
262.6634849121908, 0.9939838445480752
287.31242916930034, 0.9964430345280645
311.28306940921277, 0.9955829663276816
337.6394686061632, 0.9968147222930541
361.01366910681617, 0.995535424869369
389.6778612818164, 0.9964689662325987
409.8983379323979, 0.995872537028313
438.6443943853357, 0.9920216789049905
462.4980856567659, 0.996577015001491
491.34939618133774, 0.9961880394334787
511.51139834767815, 0.9931194543969366
539.1113549094898, 0.9943079908547522
561.9748782477703, 0.9988633269512527
587.0253472966689, 0.997774195360818
610.9375130523403, 0.9855214649684281
638.3815376561756, 0.9988935806065425
661.5803147041051, 0.9932145373135618
689.2894236365004, 0.9971475125012426
712.2426078506172, 0.9971475125012426
738.6457866349605, 0.9965467613462011
761.7704960028514, 0.9756717391962035
789.7212994701098, 0.9964905759863771
814.8965140853894, 0.9853226552336662
840.5707109661934, 0.9983576587128365
860.9003399873584, 0.9983576587128365
891.5214782349616, 0.9979470733910457
915.0243226009451, 0.99912696594735
937.8995408360737, 0.9972598832208905
964.9264474523223, 0.9952458541687376
990.0431875833609, 0.9971907320087995
1014.7973859121045, 0.9965381174446898
1040.3000576391344, 0.9953366151346071
1065.6896786966315, 0.9966375223120707
1089.831844090318, 0.9970437856831059
1114.6990930885945, 0.96358324293253
1142.8487098022727, 0.9978390246221535
1165.061217216002, 0.998154527027319
1188.092367409107, 0.9989497659663665
1215.6221545898293, 0.9994943317615839
1238.6455081850356, 0.9968320100960769
1264.6900434660333, 0.9976488587889029
1289.600173752753, 0.9962571906455697
1311.7464100843424, 0.9965424393954455
1340.348229476152, 0.9979730050955798
1365.7456471315481, 0.997182088107288
1390.9364549426255, 0.9994511122540269
